Rk,Player,Pos,Age,Tm,G,MP,PER?,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Cost/Minute,Cost/PER,Cost/USG
376,Xavier Munford\munfoxa02,SG,23,MEM,14,244,9.9,0.481,0.299,0.182,1.3,13.7,7.2,14.3,2.7,1.1,15.3,18,-0.2,0.2,0.1,0.017,-2.9,-0.1,-3.1,-0.1,#N/A,#N/A,#N/A,#N/A
377,Joseph Young\youngjo01,PG,23,IND,41,384,9.9,0.428,0.272,0.148,1.7,12.5,7.1,26.9,1.9,0,15.5,24.4,-0.5,0.5,-0.1,-0.009,-3.9,-1.5,-5.4,-0.3,1052342,2740.473958,106297.1717,43128.77049
378,Steve Blake\blakest01,PG,35,DET,58,986,9.8,0.51,0.629,0.083,1,9.2,4.9,29.5,1.2,0.4,24.6,14.6,0.3,0.8,1.1,0.053,-1.8,-1.8,-3.5,-0.4,#N/A,#N/A,#N/A,#N/A
379,Richard Jefferson\jefferi01,SF,35,CLE,74,1326,9.7,0.585,0.554,0.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,1.4,1.3,2.7,0.099,-0.5,-0.3,-0.8,0.4,2500000,1885.369532,257731.9588,186567.1642
380,Kyle Korver\korveky01,SG,34,ATL,80,2401,9.7,0.578,0.644,0.088,0.7,10.9,5.9,9.9,1.2,1.1,13.3,13.7,1.2,2.9,4.1,0.081,-0.7,0.5,-0.2,1.1,5239437,2182.189504,540148.1443,382440.6569
381,Ty Lawson\lawsoty01,PG,28,TOT,66,1411,9.7,0.476,0.305,0.243,2,7.4,4.7,24.6,1.9,0.4,19.5,14.9,0.2,0.7,0.9,0.031,-2.7,-2,-4.6,-0.9,1315448,932.280652,135613.1959,88285.10067
382,Bryce Dejean-Jones\dejeabr01,SG,23,NOP,14,279,9.6,0.505,0.464,0.304,3.1,16.5,9.5,7.7,1.8,0.6,12.3,14.1,0,0.2,0.2,0.033,-2.2,-0.4,-2.6,0,#N/A,#N/A,#N/A,#N/A
383,Shabazz Napier\napiesh01,PG,24,ORL,55,600,9.6,0.46,0.517,0.224,1.6,8.6,5.1,23.1,1.9,0.1,17.2,19.7,-0.3,0.4,0.1,0.004,-2.3,-2.6,-4.9,-0.4,1350120,2250.2,140637.5,68534.01015
384,Ronnie Price\pricero01,PG,32,PHO,62,1211,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3,0.9,17.9,13.7,0.4,1,1.4,0.056,-0.7,-0.1,-0.8,0.4,2557545,2111.928159,266410.9375,186682.1168
385,Jameer Nelson\nelsoja01,PG,33,DEN,39,1036,9.5,0.464,0.469,0.114,2,10.4,6.2,27.3,1.2,0.4,17,16.4,0.1,0.4,0.5,0.024,-1.2,-1.9,-3.1,-0.3,4540525,4382.746139,477950,276861.2805
386,Beno Udrih\udrihbe01,PG,33,TOT,44,707,9.5,0.496,0.222,0.101,1.3,10,5.8,24.9,1,0.1,20.4,16.7,-0.1,0.5,0.4,0.029,-2.8,-2,-4.8,-0.5,1551659,2194.708628,163332.5263,92913.71257
387,Marco Belinelli\belinma01,SG,29,SAC,68,1672,9.4,0.5,0.468,0.217,0.7,6.9,3.8,11.1,1.1,0.1,10.3,19.7,0.2,0.3,0.5,0.014,-1.3,-2.9,-4.2,-0.9,6333333,3787.878589,673758.8298,321488.9848
388,Mario Hezonja\hezonma01,SF,20,ORL,79,1413,9.4,0.541,0.459,0.129,2.2,11.8,6.9,11.2,1.4,1,18,16.9,-0.1,1,0.9,0.029,-1.9,-0.9,-2.8,-0.3,3909840,2767.048832,415940.4255,231351.4793
389,Justin Holiday\holidju01,SG,26,TOT,53,773,9.4,0.489,0.461,0.162,1.7,10.5,6.2,10.7,2.1,1.8,13.8,16.2,-0.3,0.9,0.6,0.04,-2.7,0.3,-2.5,-0.1,1015696,1313.966365,108052.766,62697.28395
390,Dion Waiters\waitedi01,SG,24,OKC,78,2152,9.4,0.492,0.34,0.222,1.9,8,5.1,10,1.9,0.5,13.4,17.7,0.3,1.8,2.1,0.046,-1.5,-0.6,-2.1,-0.1,2898000,1346.654275,308297.8723,163728.8136
391,Garrett Temple\templga01,SF,29,WAS,80,1951,9.3,0.52,0.511,0.248,2,10.3,6.1,10,1.7,0.7,10.3,14,1,1.7,2.7,0.066,-1,0.1,-1,0.5,8000000,4100.461302,860215.0538,571428.5714
392,Alan Anderson\anderal01,SG,33,WAS,13,192,9.2,0.495,0.627,0.254,0.6,15.5,7.9,10.3,1,0.4,3,15.4,0.2,0.2,0.3,0.078,-1.2,-1.7,-2.8,0,1315448,6851.291667,142983.4783,85418.7013
393,Nik Stauskas\stausni01,SG,22,PHI,73,1809,9.2,0.517,0.596,0.217,1.3,10,5.5,12,1.2,0.8,13.6,16.7,0,0.5,0.5,0.012,-1.7,-1.9,-3.6,-0.7,2993040,1654.527363,325330.4348,179223.9521
394,Hollis Thompson\thompho01,SG,24,PHI,77,2154,9.2,0.525,0.576,0.141,2.6,11.4,6.9,7.4,0.8,0.8,9.5,16.2,0.7,0.5,1.2,0.026,-1.1,-2,-3.1,-0.6,1015696,471.5394615,110401.7391,62697.28395
395,Mike Dunleavy\dunlemi02,SF,35,CHI,31,703,9.1,0.543,0.527,0.197,1.2,11,6.2,8.1,1,1,11.3,14.4,0.4,0.5,0.9,0.063,-1.2,-0.9,-2.1,0,4837500,6881.223329,531593.4066,335937.5
396,Udonis Haslem\hasleud01,PF,35,MIA,37,260,9.1,0.434,0.148,0.262,4.5,27.4,16.3,7.6,1,0.6,6.8,12.8,0,0.4,0.4,0.072,-4.6,0.1,-4.5,-0.2,4000000,15384.61538,439560.4396,312500
397,Ray McCallum\mccalra01,PG,24,TOT,41,475,9.1,0.449,0.288,0.103,1.9,9.3,5.6,18.5,1.3,1.2,13.6,16.8,-0.2,0.5,0.3,0.034,-2.9,-0.8,-3.8,-0.2,#N/A,#N/A,#N/A,#N/A
398,Nick Young\youngni01,SG,30,LAL,54,1033,9.1,0.483,0.637,0.204,1.4,9,5.1,5.4,1.1,0.5,6.9,18.5,0.1,0,0.1,0.003,-1.4,-3.5,-4.8,-0.7,5443918,5270.007744,598232.7473,294265.8378
399,Spencer Dinwiddie\dinwisp01,PG,22,DET,12,159,8.9,0.423,0.185,0.611,2.6,9.3,5.8,20.9,1,0,9.3,20.7,0,0.1,0.1,0.028,-3.1,-2,-5.1,-0.1,#N/A,#N/A,#N/A,#N/A
400,Briante Weber\weberbr01,PG,23,TOT,7,169,8.9,0.38,0.128,0.103,5.2,11.9,8.4,18.6,2.7,1.6,18.1,13.2,-0.2,0.2,0,0.004,-3.6,1.5,-2.1,0,328000,1940.828402,36853.93258,24848.48485
401,Stanley Johnson\johnsst04,SF,19,DET,73,1687,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15,19.6,-1.3,1.9,0.6,0.018,-3.1,0.5,-2.6,-0.2,2969880,1760.450504,341365.5172,151524.4898
402,Dante Cunningham\cunnida01,SF,28,NOP,80,1971,8.6,0.54,0.422,0.199,3.1,10.4,6.6,5.6,1.1,1.4,8.4,11,1.5,0.7,2.1,0.052,-1.1,-0.1,-1.2,0.4,2978250,1511.035008,346308.1395,270750
403,Ben McLemore\mclembe01,SG,22,SAC,68,1443,8.6,0.531,0.407,0.226,2.6,8.5,5.6,7.9,1.7,0.6,16.5,17.6,-0.4,0.7,0.3,0.01,-2,-1.2,-3.2,-0.4,4008882,2778.158004,466149.0698,227777.3864
404,Noah Vonleh\vonleno01,PF,20,POR,78,1174,8.6,0.471,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13,0,1.1,1.2,0.047,-4,0,-4,-0.6,2751360,2343.577513,319925.5814,211643.0769
405,C.J. Watson\watsocj01,PG,31,ORL,33,656,8.6,0.461,0.35,0.285,1.7,9.6,5.6,18.1,1.4,0.6,14,12.1,0.2,0.4,0.6,0.047,-2.5,-0.8,-3.3,-0.2,5000000,7621.95122,581395.3488,413223.1405
406,Sergey Karasev\karasse01,SF,22,BRK,40,399,8.5,0.562,0.5,0.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,0.2,0.1,0.3,0.031,-2.4,-1.7,-4.2,-0.2,#N/A,#N/A,#N/A,#N/A
407,Alonzo Gee\geeal01,SF,28,NOP,73,1632,8.4,0.572,0.235,0.259,3.9,13,8.3,6.2,1.9,0.7,16.2,9.2,1,0.9,1.9,0.056,-1.8,1,-0.8,0.5,1400000,857.8431373,166666.6667,152173.913
408,Iman Shumpert\shumpim01,SG,25,CLE,54,1316,8.4,0.475,0.479,0.167,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,-0.1,1.8,1.7,0.063,-2.1,1.9,-0.2,0.6,9700000,7370.820669,1154761.905,734848.4848
409,Justise Winslow\winslju01,SF,19,MIA,78,2232,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,2.5,0.054,-2.2,1.6,-0.6,0.8,2593440,1161.935484,308742.8571,207475.2
410,Jeff Ayres\pendeje02,C,28,LAC,17,107,8.3,0.585,0.043,0.261,4.1,18.1,11.2,6.9,0,2.2,19,13.4,0.1,0.1,0.2,0.077,-4.7,0.1,-4.6,-0.1,#N/A,#N/A,#N/A,#N/A
411,JaKarr Sampson\sampsja02,SF,22,TOT,73,1160,8.3,0.504,0.199,0.385,4.2,14,9,6.2,1,2.2,15.9,16.6,-0.5,0.6,0.1,0.006,-4.6,-0.8,-5.4,-1,#N/A,#N/A,#N/A,#N/A
412,Metta World Peace\artesro01,SF,36,LAL,35,590,8.3,0.435,0.475,0.322,3.4,13.2,8.1,7.2,1.9,1.5,6.9,16.2,-0.2,0.3,0.1,0.008,-2.8,-1,-3.8,-0.3,1551659,2629.930508,186946.8675,95781.41975
413,Chris Johnson\johnsch04,SF,25,UTA,70,857,8.2,0.482,0.51,0.216,3.7,14.3,9,8,2,2,15.8,13.6,-0.1,1.2,1.1,0.059,-2.7,1.3,-1.4,0.1,#N/A,#N/A,#N/A,#N/A
414,Kelly Oubre\oubreke01,SF,20,WAS,63,671,8.2,0.507,0.374,0.232,4.1,18.4,11.1,2.8,1.6,0.8,12.8,17.4,-0.3,0.7,0.4,0.031,-4.3,-1.6,-5.8,-0.7,2006640,2990.52161,244712.1951,115324.1379
415,Paul Pierce\piercpa01,SF,38,LAC,68,1231,8.2,0.489,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12,17.8,-0.6,1.4,0.9,0.033,-2.5,-0.3,-2.8,-0.3,3500000,2843.216897,426829.2683,196629.2135
416,Greg Smith\smithgr02,PF,25,MIN,18,192,7.9,0.545,0,0.531,7.4,17.9,12.7,4.6,1.1,0.4,15.1,10.8,0.1,0.1,0.2,0.045,-3,-1.2,-4.3,-0.1,#N/A,#N/A,#N/A,#N/A
417,Nick Collison\collini01,PF,35,OKC,59,699,7.7,0.498,0.018,0.303,11.2,15.2,13.3,9.6,1.1,1.7,28.8,10.6,0.1,0.7,0.8,0.053,-2.5,1.3,-1.2,0.1,3750000,5364.806867,487012.987,353773.5849
418,R.J. Hunter\hunterj01,SG,22,BOS,36,315,7.7,0.48,0.643,0.071,0.7,12,6.2,5.9,2.2,1,9.8,15.1,-0.1,0.4,0.3,0.045,-3.1,-0.4,-3.5,-0.1,1200240,3810.285714,155875.3247,79486.09272
419,O.J. Mayo\mayooj01,SG,28,MIL,41,1090,7.7,0.474,0.505,0.125,1.4,9.6,5.5,15.8,2.2,0.6,17.5,17,-0.7,0.6,-0.1,-0.005,-2,-1.5,-3.5,-0.4,#N/A,#N/A,#N/A,#N/A
420,Randy Foye\foyera01,SG,32,TOT,81,1642,7.6,0.461,0.519,0.154,1.6,8.8,5.2,14.1,1.2,1.4,14.3,15.9,-0.4,0.9,0.4,0.012,-2.3,-1.3,-3.6,-0.6,2500000,1522.533496,328947.3684,157232.7044
421,Drew Gooden\goodedr01,PF,34,WAS,30,305,7.5,0.376,0.398,0.136,10.1,21.3,15.6,6,1.3,2.9,10.6,17.5,-0.4,0.4,0,-0.005,-5.1,0.1,-5,-0.2,#N/A,#N/A,#N/A,#N/A
422,Mitch McGary\mcgarmi01,PF,23,OKC,20,72,7.4,0.474,0.174,0.435,6.4,20.1,13.6,6,0.7,2.1,20.3,20.4,-0.1,0.1,0,-0.018,-6.2,-1.5,-7.7,-0.1,1526040,21195,206221.6216,74805.88235
423,Eric Moreland\moreler01,PF,24,SAC,8,48,7.4,0.515,0,0.667,6.8,17.9,12.4,2.7,0,6.7,27.9,9.5,0,0,0,0.012,-6.5,1.9,-4.5,0,#N/A,#N/A,#N/A,#N/A
424,Johnny O'Bryant\obryajo01,PF,22,MIL,66,857,7.4,0.441,0.005,0.191,8.7,14.7,11.7,5.4,1.1,0.8,12,13.5,-0.2,0.4,0.3,0.014,-4.3,-1.7,-6,-0.9,#N/A,#N/A,#N/A,#N/A
425,Greivis Vasquez\vasqugr01,PG,29,MIL,23,460,7.4,0.435,0.529,0.188,1.3,10.3,5.8,28.5,1.1,0,21.1,18.5,-0.4,0.1,-0.3,-0.033,-3,-3.9,-6.9,-0.6,4347826,9451.795652,587544.0541,235017.6216
426,Shayne Whittington\whittsh01,PF,24,IND,7,41,7.4,0.463,0.182,0.182,13.4,18.6,16,10.9,1.2,2,29.6,18.1,-0.1,0.1,0,-0.009,-5.4,1,-4.5,0,#N/A,#N/A,#N/A,#N/A
427,Luc Mbah a Moute\mbahalu01,PF,29,LAC,75,1274,7.3,0.498,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,0.2,1.3,1.6,0.059,-3,1.5,-1.6,0.1,2203000,1729.199372,301780.8219,234361.7021
428,Kirk Hinrich\hinriki01,PG,35,TOT,46,631,7.2,0.504,0.481,0.124,1.4,10.2,5.9,16,1.2,0.2,18.1,11.6,0.1,0.5,0.6,0.044,-2.7,-1,-3.7,-0.3,#N/A,#N/A,#N/A,#N/A
429,Branden Dawson\dawsobr01,PF,22,LAC,6,29,7.1,0.46,0,0.2,7.6,7.4,7.5,0,0,2.7,0,8.5,0,0,0,0.069,-4.9,-1.7,-6.6,0,#N/A,#N/A,#N/A,#N/A
430,Axel Toupane\toupaax01,SF,23,DEN,21,305,7.1,0.49,0.571,0.243,2.9,8.5,5.6,7,1.2,1.6,7.2,12,0.2,0.1,0.3,0.049,-1.7,-1.1,-2.8,-0.1,#N/A,#N/A,#N/A,#N/A
431,P.J. Hairston\hairspj02,SF,23,TOT,66,1313,6.9,0.47,0.591,0.157,2.1,12.8,7.3,4.4,1.2,0.7,8.6,16.4,-0.6,1.1,0.6,0.021,-2.7,-1.5,-4.2,-0.7,#N/A,#N/A,#N/A,#N/A
432,Justin Harper\harpeju01,PF,26,DET,5,35,6.9,0.597,0.9,0.2,0,3.2,1.6,0,1.4,0,15.5,16,0,0,0,0.039,-1.3,-3.3,-4.6,0,#N/A,#N/A,#N/A,#N/A
433,Cameron Bairstow\bairsca01,C,25,CHI,18,103,6.8,0.391,0.125,0.2,4.2,24,14.3,8.7,1,2.1,8.4,20.3,-0.1,0.1,0,-0.004,-6.9,-0.8,-7.7,-0.1,#N/A,#N/A,#N/A,#N/A
434,Lou Amundson\amundlo01,PF,33,NYK,29,204,6.7,0.401,0,0.509,12.5,13.7,13.1,8.8,1.5,2.6,18.8,17.7,-0.3,0.2,-0.1,-0.014,-5.3,0.4,-5,-0.2,1551659,7606.171569,231590.8955,87664.35028
435,Josh Huestis\huestjo01,PF,24,OKC,5,55,6.7,0.509,0.5,0.333,4.2,15,9.9,0,0.9,2.8,17.9,13,0,0.1,0,0.01,-4.9,-2.5,-7.4,-0.1,1191480,21663.27273,177832.8358,91652.30769
436,Damien Inglis\inglida01,SF,20,MIL,20,156,6.7,0.444,0.351,0.216,1.5,21.1,11.4,9,2,1.6,21.4,14.9,-0.2,0.2,-0.1,-0.024,-6.1,-0.3,-6.4,-0.2,#N/A,#N/A,#N/A,#N/A
437,Kendall Marshall\marshke01,PG,24,PHI,30,400,6.7,0.449,0.415,0.11,0.5,7.3,3.8,28.4,2,0.4,25.8,18.3,-0.7,0.1,-0.5,-0.064,-5.5,-3.3,-8.8,-0.7,#N/A,#N/A,#N/A,#N/A
438,Kyle Singler\singlky01,SF,27,OKC,68,977,6.6,0.481,0.439,0.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,0.3,0.8,1.1,0.054,-1.7,-0.8,-2.5,-0.1,4837500,4951.381781,732954.5455,406512.605
439,Mike Miller\millemi01,SF,35,DEN,47,373,6.5,0.508,0.839,0,1.8,14.2,7.9,14.9,1.7,0.9,21.5,9.3,0.1,0.3,0.3,0.04,-2.5,-0.3,-2.7,-0.1,3500000,9383.378016,538461.5385,376344.086
440,Elijah Millsap\millsel01,SG,28,UTA,20,173,6.5,0.384,0.308,0.462,4.1,19.5,11.8,16.2,2.1,1.5,16.1,14.9,-0.2,0.3,0.1,0.033,-4.6,1.8,-2.8,0,#N/A,#N/A,#N/A,#N/A
441,Nikola Pekovic\pekovni01,C,30,MIN,12,156,6.5,0.459,0,0.4,5.3,10.3,7.8,10.7,0.3,0,13.3,19.5,-0.1,0,-0.1,-0.022,-4.7,-3.5,-8.2,-0.2,12100000,77564.10256,1861538.462,620512.8205
442,Tony Snell\snellto01,SF,24,CHI,64,1301,6.4,0.478,0.457,0.097,1.6,14.3,8.1,6.9,0.6,1,12.8,13.7,-0.5,1,0.4,0.016,-3.4,-0.7,-4.1,-0.7,2368327,1820.3897,370051.0938,172870.5839
443,Tayshaun Prince\princta01,SF,35,MIN,77,1462,6.3,0.466,0.1,0.083,2.6,9,5.8,7,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.014,-2.9,-0.2,-3.1,-0.4,#N/A,#N/A,#N/A,#N/A
444,James Anderson\anderja01,SG,26,SAC,51,721,6,0.469,0.483,0.163,2,10.9,6.5,7.7,1.4,1.6,18,13.7,-0.6,0.4,-0.3,-0.017,-3.9,-0.3,-4.2,-0.4,#N/A,#N/A,#N/A,#N/A
445,Nazr Mohammed\mohamna01,C,38,OKC,5,19,6,0.68,0,0.4,6.1,16.3,11.5,0,0,0,33.8,19.9,0,0,0,-0.009,-7.4,-5.9,-13.2,-0.1,#N/A,#N/A,#N/A,#N/A
446,Kostas Papanikolaou\papanko01,SF,25,DEN,26,294,6,0.464,0.485,0.212,3,12.3,7.5,7.8,2.2,1.4,22.5,13.9,-0.4,0.2,-0.1,-0.022,-4.5,0.1,-4.3,-0.2,#N/A,#N/A,#N/A,#N/A
447,Kendrick Perkins\perkike01,C,31,NOP,37,542,6,0.529,0,0.333,4.9,21.8,13.1,7.9,1,1.7,32.3,10.4,-0.4,0.4,-0.1,-0.007,-5.6,1.3,-4.3,-0.3,#N/A,#N/A,#N/A,#N/A
448,Jared Cunningham\cunnija01,SG,24,TOT,44,410,5.9,0.464,0.371,0.524,0.8,9.6,5.3,6.9,1.8,0.4,14,16.5,-0.3,0.4,0.1,0.014,-4.6,-1.3,-5.9,-0.4,#N/A,#N/A,#N/A,#N/A
449,Adreian Payne\paynead01,PF,24,MIN,52,486,5.6,0.422,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-5.9,-0.2,-6.1,-0.5,2022240,4160.987654,361114.2857,114250.8475
450,Damjan Rudez\rudezda01,SF,29,MIN,33,277,5.5,0.572,0.806,0.129,2.1,6.2,4.2,5.8,0.5,0.3,16.6,12.7,0.1,0,0.1,0.009,-1.2,-3.5,-4.7,-0.2,980431,3539.462094,178260.1818,77199.29134
451,DeJuan Blair\blairde01,C,26,WAS,29,218,5.4,0.414,0.015,0.191,10.1,19.4,14.6,7.3,1.8,0.7,16.9,17.8,-0.3,0.3,-0.1,-0.015,-6.3,-0.1,-6.4,-0.2,#N/A,#N/A,#N/A,#N/A
452,Chris Copeland\copelch01,PF,31,MIL,24,156,5.4,0.462,0.706,0.137,0.7,6.5,3.7,10.3,0.7,0,10,17.3,-0.1,0,-0.1,-0.017,-2.5,-5.2,-7.7,-0.2,#N/A,#N/A,#N/A,#N/A
453,Devyn Marble\marblde01,SG,23,ORL,28,249,5.2,0.368,0.451,0.338,2.6,14.4,8.5,6.6,2.6,0.3,7.9,15.7,-0.4,0.3,-0.1,-0.026,-4.8,-0.6,-5.5,-0.2,#N/A,#N/A,#N/A,#N/A
454,Lamar Patterson\pattela01,SG,24,ATL,35,395,5.1,0.468,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-0.3,0.5,0.2,0.025,-4.6,-0.3,-4.9,-0.3,100000,253.164557,19607.84314,7812.5
455,Terry Rozier\roziete01,PG,21,BOS,39,311,5,0.326,0.255,0.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,-0.6,0.3,-0.3,-0.047,-5.9,-0.8,-6.6,-0.4,1906440,6130.032154,381288,107708.4746
456,Anthony Brown\brownan02,SF,23,LAL,29,599,4.9,0.427,0.556,0.159,1.6,11.3,6.3,4.8,1.2,0.7,10,11,-0.4,0.1,-0.3,-0.024,-4,-1.1,-5,-0.5,874636,1460.160267,178497.1429,79512.36364
457,Pat Connaughton\connapa01,SG,23,POR,34,143,4.6,0.352,0.429,0.102,8.3,15.9,12.1,9.9,0.7,0,16.3,18.7,-0.3,0.1,-0.2,-0.076,-5.8,-2.4,-8.2,-0.2,874636,6116.335664,190138.2609,46771.97861
458,Lorenzo Brown\brownlo01,PG,25,PHO,8,61,4.4,0.374,0.32,0.16,0,12.8,6.2,28,2.4,1.3,25.2,24.9,-0.3,0.1,-0.2,-0.157,-8.1,-1.4,-9.5,-0.1,#N/A,#N/A,#N/A,#N/A
459,Aaron Harrison\harriaa01,SG,21,CHO,21,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3,3.2,0,14.1,13.7,-0.2,0.1,0,-0.014,-5.6,0.1,-5.5,-0.1,874636,9404.688172,203403.7209,63842.0438
460,Duje Dukan\dukandu01,SF,24,SAC,1,24,4.2,0.3,0.5,0,9.1,9,9,5.6,2,0,0,17.7,0,0,0,-0.057,-3.9,-2.8,-6.7,0,#N/A,#N/A,#N/A,#N/A
461,Rashad Vaughn\vaughra01,SG,19,MIL,70,1001,4.2,0.398,0.553,0.056,1.3,8.7,5,5.5,1.5,1.4,9.3,13.5,-1.2,0.4,-0.8,-0.036,-4.3,-1.9,-6.1,-1,1811040,1809.230769,431200,134151.1111
462,Sonny Weems\weemsso01,SG-SF,29,TOT,43,499,3.7,0.459,0.373,0.136,1.5,10.3,5.8,14.2,1,0.2,26,13.5,-0.7,0.1,-0.5,-0.053,-5.7,-1.8,-7.6,-0.7,#N/A,#N/A,#N/A,#N/A
463,Orlando Johnson\johnsor01,SG,26,TOT,7,101,3.6,0.346,0.294,0.235,4.2,12.3,8.1,2.7,1.5,2.4,9.6,17.8,-0.2,0.1,-0.2,-0.087,-8,-2.4,-10.4,-0.2,#N/A,#N/A,#N/A,#N/A
464,James Young\youngja01,SG,20,BOS,29,199,3.6,0.384,0.722,0.111,2.1,11.9,6.9,6,1.5,0.4,11.7,9.1,-0.2,0.2,0.1,0.013,-4.7,0.1,-4.6,-0.1,1825200,9171.859296,507000,200571.4286
465,Tibor Pleiss\pleisti01,C,26,UTA,12,82,3.5,0.464,0.08,0.08,8.6,12.8,10.7,4,0.6,2.1,23.6,19.1,-0.2,0.1,-0.1,-0.041,-7,-1.1,-8.1,-0.1,3000000,36585.36585,857142.8571,157068.0628
466,Joe Harris\harrijo01,SG,24,CLE,5,15,3.4,0.375,1,0,0,22.5,11.3,18.2,0,0,20,15.1,0,0,0,-0.032,-5,-1.6,-6.6,0,980431,65362.06667,288362.0588,64929.2053
467,Elliot Williams\williel01,PG,26,MEM,5,45,3.3,0.34,0.4,0.4,2.4,7.9,5.1,12.4,0,0,7.8,12.7,0,0,0,-0.046,-5.2,-3.5,-8.7,-0.1,250000,5555.555556,75757.57576,19685.03937
468,Nate Robinson\robinna01,PG,31,NOP,2,23,2.6,0,1,0,0,0,0,21.8,2.2,0,0,1.9,0,0,0,0.038,-6.1,-4.7,-10.8,-0.1,#N/A,#N/A,#N/A,#N/A
469,Cleanthony Early\earlycl01,SF,24,NYK,17,154,2.2,0.371,0.375,0.1,2.9,15.4,9.2,5.7,0.7,1.5,17.7,14.9,-0.3,0.1,-0.2,-0.075,-7.1,-1.1,-8.2,-0.2,#N/A,#N/A,#N/A,#N/A
470,Tony Wroten\wroteto01,PG,22,PHI,8,144,1.8,0.412,0.262,0.569,1.5,14.9,7.9,23.3,1,0,26.3,33.5,-0.8,0,-0.8,-0.263,-9.9,-3.5,-13.4,-0.4,25000,173.6111111,13888.88889,746.2686567
471,Bryce Cotton\cottobr01,PG,23,TOT,8,39,1.7,0.4,0.3,0,0,0,0,10.8,3.7,0,33.3,16.5,-0.2,0,-0.1,-0.168,-9.3,-2.7,-12,-0.1,#N/A,#N/A,#N/A,#N/A
472,Chuck Hayes\hayesch01,C,32,HOU,2,24,1.6,0.694,0,1,0,37,18.4,11.3,0,0,51,10.5,0,0,0,-0.016,-8.9,-0.6,-9.4,0,#N/A,#N/A,#N/A,#N/A
473,J.J. O'Brien\obriejj01,SF,23,UTA,2,6,1.3,0,0,0,0,19.4,9.7,0,8.8,0,0,7.7,0,0,0,-0.028,-10.2,5.5,-4.7,0,#N/A,#N/A,#N/A,#N/A
474,Luis Montero\montelu01,SG,22,POR,12,42,-2.7,0.337,0.474,0.211,0,10.3,5.2,3.5,0,0,16.2,25.7,-0.2,0,-0.2,-0.238,-11,-5.9,-16.9,-0.2,#N/A,#N/A,#N/A,#N/A
475,Keith Appling\applike01,PG,23,ORL,5,27,-4.8,0.338,0.375,0.25,0,4.2,2.1,5,1.9,0,25.3,19.5,-0.1,0,-0.1,-0.199,-10.3,-2.7,-13,-0.1,#N/A,#N/A,#N/A,#N/A
476,Bruno Caboclo\cabocbr01,SF,20,TOR,6,43,-7.7,0.125,0.583,0,2.7,2.6,2.7,3.2,2.4,1.9,25,16.9,-0.3,0,-0.3,-0.283,-11.4,-0.2,-11.6,-0.1,1589640,36968.37209,-206446.7532,94061.53846
